"","Site","Quadrat","Insertion_Depth_cm","Compaction_Ratio","Core_Length_Corrected_cm","Bagged_Slice_Number","Slice_Number","Analysis","Rhizome_Removed","Slice_Height_cm","Slice_Height_Corrected_cm","Slice_Area_cm2","Slice_Volume_cm3","OLOI","ILOI","Sample_Density_g_per_ml","Sediment_Density_g_per_ml","Organic_Content_Density_g_per_ml","Inorganic_Content_Density_g_per_ml","Shell_Density_g_per_ml","Rhizome_Density_g_per_ml","Percent_Carbon","Factor","Sediment_Depth_cm","Sediment_Depth_Group"
"439","SJB16",2,40.3,0.841191067,28.5163771713,6,10,"LOI analysis ","N",2,1.682382134,20.2682991638999,34.0990243999123,1.211,0.585,1.52285881821691,1.51693489506794,0.0182032187408152,0.00910160937040761,0.00632276153919976,NA,0.2212029,"Seagrass",16.82382134,"10-20cm"
"440","SJB16",2,40.3,0.841191067,28.5163771713,1,15,"LOI analysis ","N",2,1.682382134,20.2682991638999,34.0990243999123,4.258,0.661,1.46737335981168,1.3281025131064,0.0571084080635751,0.00929671759174479,0.139458535359511,NA,1.6956462,"Seagrass",25.23573201,"20-30cm"
"441","SJB17",2,50,0.676,22.8488,16,2,"LOI analysis","Y",2,1.352,20.2682991638999,27.4027404695927,3.723,1.551,1.12255195914196,1.0648569996997,0.0393997089888889,0.0170377119951952,0.0417403507970019,0.0167027090048853,1.4367597,"Seagrass",2.704,"0-10cm"
"442","SJB17",2,50,0.676,22.8488,15,3,"LOI analysis","Y",2,1.352,20.2682991638999,27.4027404695927,3.544,0.919,1.2936662316434,1.25542188155137,0.0439397658542981,0.0112987969339624,0.0239757042084545,0.0147138568292981,1.3501416,"Seagrass",4.056,"0-10cm"
"443","SJB17",2,50,0.676,22.8488,17,1,"LOI analysis","Y",1.9,1.2844,20.2682991638999,26.032603446113,3.167,2.129,1.60690804846282,1.52900573630269,0.0489281835616861,0.0321091204623565,0.0672618089706062,0.0104561190187316,1.1677113,"Seagrass",1.2844,"0-10cm"
"444","SJB17",2,50,0.676,22.8488,13,5,"LOI analysis","Y",2,1.352,20.2682991638999,27.4027404695927,2.664,0.851,1.53200005840963,1.51284139066315,0.0408467175479051,0.0136155725159684,0.00988222328713772,0.0092618473791564,0.9243096,"Seagrass",6.76,"0-10cm"
"445","SJB17",2,50,0.676,22.8488,12,6,"LOI analysis","Y",2,1.352,20.2682991638999,27.4027404695927,3.833,1.223,1.45390567940493,1.42876220878145,0.054292963933695,0.0171451465053774,0.0217204553194401,0.00397040581108044,1.4899887,"Seagrass",8.112,"0-10cm"
"446","SJB17",2,50,0.676,22.8488,8,10,"LOI analysis","N",2,1.352,20.2682991638999,27.4027404695927,3.89,2.511,1.3828908842913,1.36132369831383,0.0530916242342394,0.0340330924578458,0.0222787936366233,NA,1.517571,"Seagrass",13.52,"10-20cm"
"447","SJB17",2,50,0.676,22.8488,3,15,"LOI analysis","N",2,1.352,20.2682991638999,27.4027404695927,4.13,3.592,1.29567333016922,1.23991248385184,0.0508364118379255,0.0446368494186662,0.0565527379175677,NA,1.633707,"Seagrass",20.28,"20-30cm"
"448","SJB17",2,50,0.676,22.8488,1,17,"LOI analysis","N",2,1.352,20.2682991638999,27.4027404695927,4.963,2.778,1.35263843560209,1.34037688824434,0.0670188444122172,0.0375305528708417,0.0131008794685467,NA,2.0367957,"Seagrass",22.984,"20-30cm"
"449","SJB17",2,50,0.676,22.8488,11,7,"LOI analysis","N",2,1.352,20.2682991638999,27.4027404695927,5.292,1.222,0.969428587971985,0.969428587971985,0.0513797151625152,0.0116331430556638,0,NA,2.1959988,"Seagrass",9.464,"0-10cm"
"450","SJB24",2,37.5,0.826666667,25.626666677,13,3,"LOI analysis","Y",2,1.653333334,20.2682991638999,33.51025463116,2.045,0.547,1.22365527959525,1.19220222107327,0.0238440444214655,0.00596101110536637,0,0.0320260174627879,0.6247755,"Seagrass",4.960000002,"0-10cm"
"451","SJB24",2,37.5,0.826666667,25.626666677,11,5,"LOI analysis","Y",2,1.653333334,20.2682991638999,33.51025463116,1.398,0.423,1.16746352513901,1.14224736342073,0.0159914630878903,0.00456898945368294,0.00310949591839592,0.0223931452702907,0.3116922,"Seagrass",8.26666667,"0-10cm"
"452","SJB24",2,37.5,0.826666667,25.626666677,10,6,"LOI analysis","Y",2,1.653333334,20.2682991638999,33.51025463116,1.774,0.445,1.2771612890164,1.25397435688018,0.0225715384238432,0.00501589742752072,0.00245894878767585,0.0213725621569593,0.4936386,"Seagrass",9.920000004,"0-10cm"
"453","SJB24",2,37.5,0.826666667,25.626666677,14,2,"LOI analysis","Y",2,1.653333334,20.2682991638999,33.51025463116,1.257,0.504,1.29044080613431,1.24943843193204,0.0162426996151165,0.0062471921596602,0.0255832135397391,0.0158339590623884,0.2434623,"Seagrass",3.306666668,"0-10cm"
"454","SJB24",2,37.5,0.826666667,25.626666677,15,1,"LOI analysis","Y",2,1.653333334,20.2682991638999,33.51025463116,0.888,0.692,1.80147840308757,1.77095043452213,0.0159385539106991,0.0123966530416549,0.0215605643094151,0.00934042439978812,0.0649032,"Seagrass",1.653333334,"0-10cm"
"455","SJB24",2,37.5,0.826666667,25.626666677,1,15,"LOI analysis","N",2,1.653333334,20.2682991638999,33.51025463116,0.943,0.455,1.5529276208964,1.5529276208964,0.0139763485880676,0.00776463810448201,0,NA,0.0915177,"Seagrass",24.80000001,"20-30cm"
"456","SJB24",2,37.5,0.826666667,25.626666677,9,7,"LOI analysis","N",2,1.653333334,20.2682991638999,33.51025463116,1.466,0.525,1.55438985985995,1.55438985985995,0.0233158478978992,0.00777194929929974,0,NA,0.3445974,"Seagrass",11.573333338,"10-20cm"
"457","SJB24",2,37.5,0.826666667,25.626666677,6,10,"LOI analysis","N",2,1.653333334,20.2682991638999,33.51025463116,1.539,0.428,1.66211807737827,1.66211807737827,0.024931771160674,0.00664847230951308,0,NA,0.3799221,"Seagrass",16.53333334,"10-20cm"
"458","SJBA",2,38,0.726315789,20.0463157764,11,3,"LOI analysis ","Y",2,1.452631578,20.2682991638999,29.442371397832,0.286,NA,1.87868698660846,1.87868698660846,0.00563606095982537,NA,0,0,0.001,"Control",4.357894734,"0-10cm"
"459","SJBA",2,38,0.726315789,20.0463157764,9,5,"LOI analysis ","Y",2,1.452631578,20.2682991638999,29.442371397832,0.314,NA,1.91615000156388,1.91615000156388,0.00574845000469163,NA,0,0,0.001,"Control",7.26315789,"0-10cm"
"460","SJBA",2,38,0.726315789,20.0463157764,8,6,"LOI analysis ","Y",2,1.452631578,20.2682991638999,29.442371397832,0.362,NA,1.84356753287872,1.84356753287872,0.00737427013151486,NA,0,0,0.001,"Control",8.715789468,"0-10cm"
"461","SJBA",2,38,0.726315789,20.0463157764,7,7,"LOI analysis ","N",2,1.452631578,20.2682991638999,29.442371397832,0.444,NA,2.12048136871873,2.12048136871873,0.00848192547487492,NA,0,NA,0.001,"Control",10.168421046,"10-20cm"
"462","SJBA",2,38,0.726315789,20.0463157764,4,10,"LOI analysis ","N",2,1.452631578,20.2682991638999,29.442371397832,0.446,NA,1.87260731328387,1.86255377527226,0.00745021510108904,NA,0.0103558234450657,NA,0.001,"Control",14.52631578,"10-20cm"
"463","SJBA",2,38,0.726315789,20.0463157764,1,13,"LOI analysis ","N",2,1.452631578,20.2682991638999,29.442371397832,0.611,NA,1.79316398419889,1.79316398419889,0.0107589839051934,NA,0,NA,0.001,"Control",18.884210514,"10-20cm"
"464","SJBA",2,38,0.726315789,20.0463157764,12,2,"LOI analysis ","Y",2,1.452631578,20.2682991638999,29.442371397832,1.148,NA,2.10832202206955,2.10832202206955,0.0231915422427651,NA,0,0,0.1907172,"Control",2.905263156,"0-10cm"
"465","SJBA",2,38,0.726315789,20.0463157764,13,1,"LOI analysis ","Y",3,2.178947367,20.2682991638999,44.163557096748,2.147,NA,1.91293468084845,1.91293468084845,0.0401716282978175,NA,0,0,0.6741333,"Control",2.178947367,"0-10cm"
"466","SJBA",2,38,0.726315789,20.0463157764,13,1,"LOI analysis ","Y",3,2.178947367,20.2682991638999,44.163557096748,NA,0.498,1.91293468084845,1.91293468084845,NA,0.00956467340424226,0,0,NA,"Control",2.178947367,"0-10cm"
"467","SJBA",2,38,0.726315789,20.0463157764,12,2,"LOI analysis ","Y",2,1.452631578,20.2682991638999,29.442371397832,NA,0.71,2.10832202206955,2.10832202206955,NA,0.0147582541544869,0,0,NA,"Control",2.905263156,"0-10cm"
"468","SJBA",2,38,0.726315789,20.0463157764,11,3,"LOI analysis ","Y",2,1.452631578,20.2682991638999,29.442371397832,NA,0.593,1.87868698660846,1.87868698660846,NA,0.0112721219196507,0,0,NA,"Control",4.357894734,"0-10cm"
"469","SJBA",2,38,0.726315789,20.0463157764,9,5,"LOI analysis ","Y",2,1.452631578,20.2682991638999,29.442371397832,NA,0.74,1.91615000156388,1.91615000156388,NA,0.0134130500109471,0,0,NA,"Control",7.26315789,"0-10cm"
"470","SJBA",2,38,0.726315789,20.0463157764,8,6,"LOI analysis ","Y",2,1.452631578,20.2682991638999,29.442371397832,NA,2.328,1.84356753287872,1.84356753287872,NA,0.0424020532562105,0,0,NA,"Control",8.715789468,"0-10cm"
"471","SJBA",2,38,0.726315789,20.0463157764,7,7,"LOI analysis ","N",2,1.452631578,20.2682991638999,29.442371397832,NA,1.199,2.12048136871873,2.12048136871873,NA,0.0254457764246248,0,NA,NA,"Control",10.168421046,"10-20cm"
"472","SJBA",2,38,0.726315789,20.0463157764,4,10,"LOI analysis ","N",2,1.452631578,20.2682991638999,29.442371397832,NA,0.751,1.87260731328387,1.86255377527226,NA,0.0149004302021781,0.0103558234450657,NA,NA,"Control",14.52631578,"10-20cm"
"473","SJBA",2,38,0.726315789,20.0463157764,1,13,"LOI analysis ","N",2,1.452631578,20.2682991638999,29.442371397832,NA,1.351,1.79316398419889,1.79316398419889,NA,0.0251042957787845,0,NA,NA,"Control",18.884210514,"10-20cm"
"474","SJBB",2,40,0.805,25.921,10,7,"LOI alysis ","N",2,1.61,20.2682991638999,32.6319616538789,0.271,0.565,1.69747686601047,1.69747686601047,0.0050924305980314,0.0101848611960628,0,NA,0.001,"Control",11.27,"10-20cm"
"475","SJBB",2,40,0.805,25.921,11,6,"LOI alysis ","Y",2,1.61,20.2682991638999,32.6319616538789,0.294,0.65,1.7287345639331,1.6455339268155,0.00493660178044649,0.0115187374877085,0.00710652955711704,0,0.001,"Control",9.66,"0-10cm"
"476","SJBB",2,40,0.805,25.921,15,2,"LOI alysis ","Y",2,1.61,20.2682991638999,32.6319616538789,0.316,0.769,1.72784586467844,1.72784586467844,0.00518353759403532,0.0138227669174275,0,0,0.001,"Control",3.22,"0-10cm"
"477","SJBB",2,40,0.805,25.921,12,5,"LOI alysis ","Y",2,1.61,20.2682991638999,32.6319616538789,0.321,0.679,1.76605993262896,1.75882775938411,0.00527648327815234,0.0123117943156888,0.00715556124013294,0,0.001,"Control",8.05,"0-10cm"
"478","SJBB",2,40,0.805,25.921,7,10,"LOI alysis ","N",2,1.61,20.2682991638999,32.6319616538789,0.385,0.769,1.55225114987775,1.55225114987775,0.00620900459951099,0.012418009199022,0,NA,0.001,"Control",16.1,"10-20cm"
"479","SJBB",2,40,0.805,25.921,16,1,"LOI alysis ","Y",2.2,1.771,20.2682991638999,35.8951578192667,0.387,0.612,1.89774900400178,1.89259510550295,0.00757038042201178,0.0113555706330177,0.00528483537961152,0,0.001,"Control",1.771,"0-10cm"
"480","SJBB",2,40,0.805,25.921,2,15,"LOI alysis ","N",2,1.61,20.2682991638999,32.6319616538789,0.426,1.041,1.66226598864467,1.63707596149525,0.00654830384598102,0.0163707596149525,0.0241419749249539,NA,0.001,"Control",24.15,"20-30cm"
"481","SJBB",2,40,0.805,25.921,1,16,"LOI alysis ","N",2,1.61,20.2682991638999,32.6319616538789,0.468,1.037,1.55163825384005,1.40157065900951,0.00700785329504754,0.0140157065900951,0.150184045077702,NA,0.001,"Control",25.76,"20-30cm"
"482","SJBB",2,40,0.805,25.921,14,3,"LOI alysis ","Y",2,1.61,20.2682991638999,32.6319616538789,0.736,0.894,1.69701719398219,1.69701719398219,0.0118791203578753,0.0152731547458397,0,0,0.001,"Control",4.83,"0-10cm"
"483","SJBC",2,30,0.816666667,20.0083333415,1,10,"LOI analysis ","N",2,1.633333334,20.2682991638999,33.104888647882,0.263,0.503,1.87890678810604,1.87890678810604,0.00563672036431811,0.00939453394053018,0,NA,0.001,"Control",16.33333334,"10-20cm"
"484","SJBC",2,30,0.816666667,20.0083333415,4,7,"LOI analysis ","N",2,1.633333334,20.2682991638999,33.104888647882,0.323,0.454,1.68464544899075,1.6834673752502,0.00505040212575059,0.00841733687625098,0.00148618533423606,NA,0.001,"Control",11.433333338,"10-20cm"
"485","SJBC",2,30,0.816666667,20.0083333415,9,2,"LOI analysis ","Y",2,1.633333334,20.2682991638999,33.104888647882,0.455,0.417,1.75387993651248,1.75387993651248,0.00876939968256239,0.00701551974604991,0,0,0.001,"Control",3.266666668,"0-10cm"
"486","SJBC",2,30,0.816666667,20.0083333415,10,1,"LOI analysis ","Y",3.5,2.8583333345,20.2682991638999,57.9335551337936,0.511,0.501,1.53878006958353,1.53878006958353,0.00769390034791764,0.00769390034791764,0,0,0.001,"Control",2.8583333345,"0-10cm"
"487","SJBC",2,30,0.816666667,20.0083333415,5,6,"LOI analysis ","Y",2,1.633333334,20.2682991638999,33.104888647882,0.803,0.458,1.49286108543252,1.49286108543252,0.0119428886834602,0.00746430542716261,0,0,0.0237717,"Control",9.800000004,"0-10cm"
"488","SJBC",2,30,0.816666667,20.0083333415,6,5,"LOI analysis ","Y",2,1.633333334,20.2682991638999,33.104888647882,1.155,0.537,1.64869909639439,1.64869909639439,0.0197843891567327,0.00824349548197194,0,0,0.1941045,"Control",8.16666667,"0-10cm"
"489","SJBC",2,30,0.816666667,20.0083333415,8,3,"LOI analysis ","Y",2,1.633333334,20.2682991638999,33.104888647882,1.285,0.525,1.60840293306368,1.60840293306368,0.0209092381298278,0.0080420146653184,0,0,0.2570115,"Control",4.900000002,"0-10cm"
"490","SMAR03",2,50,0.822,33.7842,18,2,"LOI analysis","Y",2,1.644,20.2682991638999,33.3210838254514,6.839,2.481,0.707780098736944,0.703488521645722,0.0478372194719091,0.017587213041143,0,0.00520991456668646,2.9445921,"Seagrass",3.288,"0-10cm"
"491","SMAR03",2,50,0.822,33.7842,15,5,"LOI analysis","Y",2,1.644,20.2682991638999,33.3210838254514,3.168,0.834,1.10419577564571,1.08955039368405,0.0348656125978897,0.00871640314947244,0.0110080452941278,0.00501184177786082,1.1681952,"Seagrass",8.22,"0-10cm"
"492","SMAR03",2,50,0.822,33.7842,17,3,"LOI analysis","Y",2,1.644,20.2682991638999,33.3210838254514,5.022,2.003,1.01221197295623,1.00485927094679,0.0502429635473395,0.0200971854189358,0.00386542048496092,0.00460669289162656,2.0653458,"Seagrass",4.932,"0-10cm"
"493","SMAR03",2,50,0.822,33.7842,19,1,"LOI analysis","Y",2.8,2.3016,20.2682991638999,46.649517355632,5.452,2.545,0.986248145918822,0.97057810169463,0.0533817955932046,0.0242644525423657,0.0149304867334477,0.00194642956984501,2.2734228,"Seagrass",2.3016,"0-10cm"
"494","SMAR03",2,50,0.822,33.7842,14,6,"LOI analysis","Y",2,1.644,20.2682991638999,33.3210838254514,6.018,0.886,1.23291307735376,1.23249292295322,0.0739495753771933,0.011092436306579,0,0.000459168737732159,2.5473102,"Seagrass",9.864,"0-10cm"
"495","SMAR03",2,50,0.822,33.7842,5,15,"LOI analysis","N",2,1.644,20.2682991638999,33.3210838254514,1.84,0.779,1.70159531115527,1.70159531115527,0.0306287156007949,0.0136127624892422,0,NA,0.525576,"Seagrass",24.66,"20-30cm"
"496","SMAR03",2,50,0.822,33.7842,13,7,"LOI analysis","N",2,1.644,20.2682991638999,33.3210838254514,2.236,0.758,1.16760907909852,1.16760907909852,0.0256873997401675,0.00934087263278817,0,NA,0.7172004,"Seagrass",11.508,"10-20cm"
"497","SMAR03",2,50,0.822,33.7842,10,10,"LOI analysis","N",2,1.644,20.2682991638999,33.3210838254514,2.713,0.74,1.541426451464,1.541426451464,0.0416185141895279,0.010789985160248,0,NA,0.9480207,"Seagrass",16.44,"10-20cm"
"498","SMAR03",2,50,0.822,33.7842,1,19,"LOI analysis","N",2,1.644,20.2682991638999,33.3210838254514,2.949,1.071,1.27156728220337,1.27156728220337,0.0368754511838978,0.0139872401042371,0,NA,1.0622211,"Seagrass",31.236,"below30cm"
"499","SMAR04",2,27,0.762962963,15.7170370378,8,2,"LOI analysis","Y",2,1.525925926,20.2682991638999,30.927923170119,6.162,4.079,0.527581496832114,0.497834914918432,0.0308657647249428,0.0204112315116557,0.0155167224569303,0.0147633579367251,2.6169918,"Seagrass",3.051851852,"0-10cm"
"500","SMAR04",2,27,0.762962963,15.7170370378,7,3,"LOI analysis","Y",2,1.525925926,20.2682991638999,30.927923170119,6.059,4.158,0.915871390529292,0.878332497483874,0.0535782823465163,0.0368899648943227,0.0237261324002822,0.0146210916753988,2.5671501,"Seagrass",4.577777778,"0-10cm"
"501","SMAR04",2,27,0.762962963,15.7170370378,9,1,"LOI analysis","Y",3.3,2.5177777779,20.2682991638999,51.0310732306963,5.453,5.163,0.732925992579397,0.679840689282846,0.0373912379105565,0.035351715842708,0.0443945199772371,0.0088083587418972,2.2739067,"Seagrass",2.5177777779,"0-10cm"
"502","SMAR04",2,27,0.762962963,15.7170370378,4,6,"LOI analysis","Y",2,1.525925926,20.2682991638999,30.927923170119,4.056,3.211,1.09460954794107,1.08232291628107,0.0443752395675238,0.0346343333209942,0.00746574539550991,0.00698721342559416,1.5978984,"Seagrass",9.155555556,"0-10cm"
"503","SMAR04",2,27,0.762962963,15.7170370378,4,6,"LOI analysis","Y",2,1.525925926,20.2682991638999,30.927923170119,NA,3.305,1.09460954794107,1.08232291628107,NA,0.0357166562372752,0.00746574539550991,0.00698721342559416,NA,"Seagrass",9.155555556,"0-10cm"
"504","SMAR04",2,27,0.762962963,15.7170370378,5,5,"LOI analysis","Y",2,1.525925926,20.2682991638999,30.927923170119,2.953,2.653,1.35304914493678,1.34325217284999,0.0402975651854998,0.0362678086669498,0.0100071381546571,0.00100233047752623,1.0641567,"Seagrass",7.62962963,"0-10cm"
"505","SMAR04",2,27,0.762962963,15.7170370378,3,7,"LOI analysis","N",2,1.525925926,20.2682991638999,30.927923170119,2.584,1.76,1.42790059833914,1.42790059833914,0.0371254155568178,0.0257022107701046,0,NA,0.8855976,"Seagrass",10.681481482,"10-20cm"
"506","SMAR04",2,27,0.762962963,15.7170370378,1,9,"LOI analysis","N",2,1.525925926,20.2682991638999,30.927923170119,2.668,1.528,1.41060231429151,1.4019693388883,0.0378531721499842,0.0210295400833246,0.00879464160926243,NA,0.9262452,"Seagrass",13.733333334,"10-20cm"
"507","SMAR12",2,50,0.472,11.1392,10,1,"LOI alysis ","Y",2,0.944,20.2682991638999,19.1332744107215,3.731,2.736,1.64258345567808,1.62125934819696,0.0599865958832876,0.043774002401318,0.00384670174169234,0.0177857690583954,1.4406309,"Seagrass",0.944,"0-10cm"
"508","SMAR12",2,50,0.472,11.1392,6,5,"LOI alysis ","Y",2,0.944,20.2682991638999,19.1332744107215,2.932,1.422,2.06143491978029,2.00650443702868,0.0581886286738317,0.0280910621184015,0.0368938418404976,0.0176394271443093,1.0539948,"Seagrass",4.72,"0-10cm"
"509","SMAR12",2,50,0.472,11.1392,9,2,"LOI alysis ","Y",2,0.944,20.2682991638999,19.1332744107215,2.417,1.481,2.23051209551908,2.21478033975482,0.0531547281541157,0.0332217050963223,0.00299478274183385,0.013259622715589,0.8047863,"Seagrass",1.888,"0-10cm"
"510","SMAR12",2,50,0.472,11.1392,8,3,"LOI alysis ","Y",2,0.944,20.2682991638999,19.1332744107215,3.866,1.394,1.94822899624081,1.92962266716415,0.0752552840194018,0.0270147173402981,0.00262892795661854,0.00671604855716666,1.5059574,"Seagrass",2.832,"0-10cm"
"511","SMAR12",2,50,0.472,11.1392,4,7,"LOI alysis ","N",2,0.944,20.2682991638999,19.1332744107215,1.53,0.953,2.67330091556823,2.67330091556823,0.0400995137335234,0.0267330091556823,0,NA,0.375567,"Seagrass",6.608,"0-10cm"
"512","SMAR12",2,50,0.472,11.1392,5,6,"LOI alysis ","Y",2,0.944,20.2682991638999,19.1332744107215,1.657,0.965,2.69640203200611,2.69640203200611,0.0458388345441039,0.0269640203200611,0,0,0.4370223,"Seagrass",5.664,"0-10cm"
"513","SMAR12",2,50,0.472,11.1392,1,10,"LOI alysis ","N",2,0.944,20.2682991638999,19.1332744107215,1.849,0.802,2.56610546350015,2.56610546350015,0.0461898983430026,0.0205288437080012,0,NA,0.5299311,"Seagrass",9.44,"0-10cm"
"514","SMAR14",2,50,0.91,41.405,20,3,"LOI analysis","Y",2,1.82,20.2682991638999,36.8883044782978,2.11,0.587,0.975973293139042,0.961985119724794,0.0202016875142207,0.00577191071834876,0,0.0152758444165282,0.656229,"Seagrass",5.46,"0-10cm"
"515","SMAR14",2,50,0.91,41.405,22,1,"LOI analysis","Y",3.1,2.821,20.2682991638999,57.1768719413616,1.348,0.519,1.46783126027026,1.45882412185023,0.018964713584053,0.00729412060925115,0,0.00972945845254563,0.2874972,"Seagrass",2.821,"0-10cm"
"516","SMAR14",2,50,0.91,41.405,21,2,"LOI analysis","Y",2,1.82,20.2682991638999,36.8883044782978,2.261,0.644,1.04154963323413,1.03466398197983,0.0237972715855361,0.00620798389187897,0,0.00712692013683279,0.7292979,"Seagrass",3.64,"0-10cm"
"517","SMAR14",2,50,0.91,41.405,18,5,"LOI analysis","Y",2,1.82,20.2682991638999,36.8883044782978,1.32,0.447,1.31136414872252,1.30794843195857,0.0170033296154614,0.00523179372783429,0,0.00368680539600327,0.273948,"Seagrass",9.1,"0-10cm"
"518","SMAR14",2,50,0.91,41.405,8,15,"LOI analysis","N",2,1.82,20.2682991638999,36.8883044782978,1.384,0.352,1.36661201193615,1.36661201193615,0.0191325681671061,0.00546644804774461,0,NA,0.3049176,"Seagrass",27.3,"20-30cm"
"519","SMAR14",2,50,0.91,41.405,17,6,"LOI analysis","Y",2,1.82,20.2682991638999,36.8883044782978,1.464,0.478,1.35753054276217,1.35753054276217,0.0203629581414326,0.00678765271381087,0,0,0.3436296,"Seagrass",10.92,"10-20cm"
"520","SMAR14",2,50,0.91,41.405,16,7,"LOI analysis","N",2,1.82,20.2682991638999,36.8883044782978,1.67,0.492,1.30708094833598,1.30708094833598,0.0222203761217117,0.00653540474167991,0,NA,0.443313,"Seagrass",12.74,"10-20cm"
"521","SMAR14",2,50,0.91,41.405,1,22,"LOI analysis","N",2,1.82,20.2682991638999,36.8883044782978,2.192,0.629,1.40358850134901,1.40358850134901,0.0308789470296782,0.00842153100809406,0,NA,0.6959088,"Seagrass",40.04,"below30cm"
"522","SMAR14",2,50,0.91,41.405,13,10,"LOI analysis","N",2,1.82,20.2682991638999,36.8883044782978,2.243,0.519,1.40247703795757,1.40247703795757,0.0308544948350665,0.00701238518978784,0,NA,0.7205877,"Seagrass",18.2,"10-20cm"
"523","SMAR14",2,50,0.91,41.405,3,10,"LOI analysis","N",2,1.82,20.2682991638999,36.8883044782978,2.539,0.51,1.40323608612733,1.40323608612733,0.0350809021531833,0.00701618043063666,0,NA,0.8638221,"Seagrass",18.2,"10-20cm"
"524","SMAR23",2,50,0.85,36.125,18,2,"LOI analysis","Y",2,1.7,20.2682991638999,34.4561085786298,3.879,3.494,0.931068577485766,0.901494721294937,0.0351582941305025,0.0315523152453228,0.0153238430507928,0.0139597888398321,1.5122481,"Seagrass",3.4,"0-10cm"
"525","SMAR23",2,50,0.85,36.125,17,3,"LOI analysis","Y",2,1.7,20.2682991638999,34.4561085786298,3.441,3.218,1.10955652211148,1.09550966598158,0.0372473286433739,0.0350563093114107,0.00731365236515112,0.00748778694527377,1.3002999,"Seagrass",5.1,"0-10cm"
"526","SMAR23",2,50,0.85,36.125,19,1,"LOI analysis","Y",3.7,3.145,20.2682991638999,63.7438008704652,3.444,3.209,1.12211695919032,1.10727630037987,0.0376473942129157,0.0354328416121559,0.0125188644088172,0.0027767406019557,1.3017516,"Seagrass",3.145,"0-10cm"
"527","SMAR23",2,50,0.85,36.125,15,5,"LOI analysis","Y",2,1.7,20.2682991638999,34.4561085786298,2.076,2.872,1.24720990769843,1.19993236919513,0.0251985797530978,0.0347980387066588,0.0446655198014586,0.00296028786208498,0.6397764,"Seagrass",8.5,"0-10cm"
"528","SMAR23",2,50,0.85,36.125,14,6,"LOI analysis","Y",2,1.7,20.2682991638999,34.4561085786298,2.17,3.31,1.20721699913026,1.17845577098,0.0259260269615601,0.0388890404423402,0.0278034879595824,0.000957740190674552,0.685263,"Seagrass",10.2,"10-20cm"
"529","SMAR23",2,50,0.85,36.125,13,7,"LOI analysis","N",2,1.7,20.2682991638999,34.4561085786298,2.388,3.407,1.28090494895216,1.26128578625834,0.0302708588702002,0.0428837167327837,0.0192418711035524,NA,0.7907532,"Seagrass",11.9,"10-20cm"
"530","SMAR23",2,50,0.85,36.125,5,15,"LOI analysis","N",2,1.7,20.2682991638999,34.4561085786298,3.086,2.321,1.21229592438384,1.2099741299822,0.0375091980294483,0.0278294049895907,0.0025075379537661,NA,1.1285154,"Seagrass",25.5,"20-30cm"
"531","SMAR23",2,50,0.85,36.125,10,10,"LOI analysis","N",2,1.7,20.2682991638999,34.4561085786298,3.188,3.762,1.32870489119583,1.32522219959337,0.042407110386988,0.0503584435845482,0.00372648001462462,NA,1.1778732,"Seagrass",17,"10-20cm"
"532","SMAR23",2,50,0.85,36.125,1,19,"LOI analysis","N",2,1.7,20.2682991638999,34.4561085786298,3.243,1.574,1.34875939033995,1.34875939033995,0.0431603004908785,0.0215801502454392,0,NA,1.2044877,"Seagrass",32.3,"below30cm"
"533","SMAR24",2,32,0.996875,31.8003125,14,1,"LOI analysis ","Y",2.4,2.3925,20.2682991638999,48.4919057496305,2.878,3.252,0.996145629940891,0.990742666375121,0.0287315373248785,0.032694507990379,0.00447084924068285,0.00112183670983924,1.0278642,"Seagrass",2.3925,"0-10cm"
"534","SMAR24",2,32,0.996875,31.8003125,13,2,"LOI analysis ","Y",2,1.99375,20.2682991638999,40.4099214580254,2.838,2.704,1.01739866143281,1.01215242505444,0.0283402679015244,0.02732811547647,0.00466717066490472,0.00104924727567317,1.0085082,"Seagrass",3.9875,"0-10cm"
"535","SMAR24",2,32,0.996875,31.8003125,12,3,"LOI analysis ","Y",2,1.99375,20.2682991638999,40.4099214580254,3.328,2.393,1.05276126419076,1.0526375322007,0.0347370385626231,0.0252633007728168,0,0.000301906055736148,1.2456192,"Seagrass",5.98125,"0-10cm"
"536","SMAR24",2,32,0.996875,31.8003125,10,5,"LOI analysis ","Y",2,1.99375,20.2682991638999,40.4099214580254,2.565,2.873,0.984832401650122,0.978447830963243,0.0254396436050443,0.0283749870979341,0.00624104157841447,0.000232616141304901,0.8764035,"Seagrass",9.96875,"0-10cm"
"537","SMAR24",2,32,0.996875,31.8003125,9,6,"LOI analysis ","Y",2,1.99375,20.2682991638999,40.4099214580254,2.421,2.843,1.08881676609302,1.07832429333628,0.0258797830400708,0.0301930802134159,0.0103019254920458,0.000103934871646871,0.8067219,"Seagrass",11.9625,"10-20cm"
"538","SMAR24",2,32,0.996875,31.8003125,1,14,"LOI analysis","N",2,1.99375,20.2682991638999,40.4099214580254,3.077,3.495,0.764391488166712,0.728682435836608,0.0225891555109349,0.0255038852542813,0.0345830912205957,NA,1.1241603,"Seagrass",27.9125,"20-30cm"
