Florida Fish And Wildlife Conservation Commission,,,,,,
Commercial Landings Summary,,,,,,
Years: 1997 - 2017,,,,,,
"Species: SEA BASS, MIXED",,,,,,
Subject to Revision,,,,,,
Years before 2020 are final,,,,,,
"Report created: January 28, 2021",,,,,,
,,,,,,
,,,,,,
Year,County Landed,Species,Pounds,Trips,Average Price,Estimated Value
2013,HILLSBOROUGH,"SEA BASS, MIXED",14,4,0.85,12
2013,INDIAN RIVER,"SEA BASS, MIXED",1899,44,1.99,3787
2013,LEE,"SEA BASS, MIXED",19,2,0.85,16
2013,LEVY,"SEA BASS, MIXED",6,1,0.85,5
2013,MANATEE,"SEA BASS, MIXED",2,1,0.59,1
2013,MARTIN,"SEA BASS, MIXED",929,16,2.3,2136
2013,PALM BEACH,"SEA BASS, MIXED",632,21,2.76,1743
2013,PASCO,"SEA BASS, MIXED",84,6,0.95,80
2013,PINELLAS,"SEA BASS, MIXED",1174,109,0.92,1083
2013,ST JOHNS,"SEA BASS, MIXED",899,46,1.78,1597
2013,ST LUCIE,"SEA BASS, MIXED",1567,35,2.08,3254
2013,TAYLOR,"SEA BASS, MIXED",42889,45,0.96,41093
2013,VOLUSIA,"SEA BASS, MIXED",43954,117,1.79,78784
2013,WAKULLA,"SEA BASS, MIXED",203423,428,1.3,264023
2014,BAY,"SEA BASS, MIXED",1749,4,1.27,2223
2014,BREVARD,"SEA BASS, MIXED",2038,174,2.46,5019
2014,CHARLOTTE,"SEA BASS, MIXED",1,1,0.85,1
2014,CITRUS,"SEA BASS, MIXED",958,40,0.86,821
2014,DIXIE,"SEA BASS, MIXED",119425,204,0.98,117480
2014,DUVAL,"SEA BASS, MIXED",5835,188,1.55,9065
2014,ESCAMBIA,"SEA BASS, MIXED",17,2,0.7,12
2014,FRANKLIN,"SEA BASS, MIXED",1757,37,0.97,1711
2014,HERNANDO,"SEA BASS, MIXED",113,31,1.14,129
2014,HILLSBOROUGH,"SEA BASS, MIXED",17,3,0.85,14
2014,INDIAN RIVER,"SEA BASS, MIXED",1666,41,2.5,4158
2014,LEE,"SEA BASS, MIXED",25,5,0.42,11
2014,LEVY,"SEA BASS, MIXED",254,2,0.88,222
2014,MANATEE,"SEA BASS, MIXED",53,1,2.54,135
2014,MARTIN,"SEA BASS, MIXED",691,21,2.38,1646
2014,OKALOOSA,"SEA BASS, MIXED",13,2,1.06,14
2014,PALM BEACH,"SEA BASS, MIXED",170,27,2.8,477
2014,PASCO,"SEA BASS, MIXED",6,2,1.27,7
2014,PINELLAS,"SEA BASS, MIXED",497,134,0.93,461
2014,SANTA ROSA,"SEA BASS, MIXED",2,1,1.91,3
2014,SARASOTA,"SEA BASS, MIXED",13,1,1.69,22
2014,ST JOHNS,"SEA BASS, MIXED",3349,67,1.73,5780
2014,ST LUCIE,"SEA BASS, MIXED",999,41,2.27,2266
2014,TAYLOR,"SEA BASS, MIXED",9782,80,1.15,11247
2014,VOLUSIA,"SEA BASS, MIXED",13994,154,2.56,35858
2014,WAKULLA,"SEA BASS, MIXED",76496,168,1.27,97379
2015,BAY,"SEA BASS, MIXED",1160,16,0.86,993
2015,BREVARD,"SEA BASS, MIXED",597,75,2.99,1786
2015,CITRUS,"SEA BASS, MIXED",513,34,1.08,554
2015,DIXIE,"SEA BASS, MIXED",95490,301,1.14,109258
2015,DUVAL,"SEA BASS, MIXED",2750,114,2.05,5637
2015,FRANKLIN,"SEA BASS, MIXED",1529,51,0.94,1444
2015,HERNANDO,"SEA BASS, MIXED",67,26,0.83,56
2015,INDIAN RIVER,"SEA BASS, MIXED",776,35,2.79,2169
2015,LEVY,"SEA BASS, MIXED",1643,18,1.59,2618
2015,MANATEE,"SEA BASS, MIXED",94,19,2.67,252
2015,MARTIN,"SEA BASS, MIXED",194,9,2.99,578
2015,MONROE,"SEA BASS, MIXED",3,1,0,0
2015,PALM BEACH,"SEA BASS, MIXED",146,31,3.05,446
2015,PASCO,"SEA BASS, MIXED",41,6,1.39,56
2015,PINELLAS,"SEA BASS, MIXED",1257,156,0.92,1160
2015,ST JOHNS,"SEA BASS, MIXED",802,53,1.69,1360
2015,ST LUCIE,"SEA BASS, MIXED",451,12,2.18,982
2015,TAYLOR,"SEA BASS, MIXED",6321,85,0.9,5664
2015,VOLUSIA,"SEA BASS, MIXED",5737,121,2.58,14809
2015,WAKULLA,"SEA BASS, MIXED",56046,194,1.38,77553
2016,BAY,"SEA BASS, MIXED",91,10,1.13,103
2016,BREVARD,"SEA BASS, MIXED",330,51,3,990
2016,CHARLOTTE,"SEA BASS, MIXED",1,1,1.27,2
2016,CITRUS,"SEA BASS, MIXED",738,52,1.15,851
2016,DIXIE,"SEA BASS, MIXED",108828,231,1.03,111723
2016,DUVAL,"SEA BASS, MIXED",766,79,2.09,1603
2016,ESCAMBIA,"SEA BASS, MIXED",61,4,0.31,19
2016,FRANKLIN,"SEA BASS, MIXED",2541,33,1.08,2733
2016,HERNANDO,"SEA BASS, MIXED",6,3,1.1,7
2016,INDIAN RIVER,"SEA BASS, MIXED",510,27,2.63,1343
2016,LEE,"SEA BASS, MIXED",18,5,0.64,11
2016,LEVY,"SEA BASS, MIXED",1194,18,1.55,1847
2016,MANATEE,"SEA BASS, MIXED",2,1,2.97,7
2016,MARTIN,"SEA BASS, MIXED",80,10,2.97,238
2016,OKALOOSA,"SEA BASS, MIXED",1,1,0.85,1
2016,PALM BEACH,"SEA BASS, MIXED",1467,41,3.71,5442
2016,PASCO,"SEA BASS, MIXED",135,10,1.15,154
2016,PINELLAS,"SEA BASS, MIXED",1539,206,1.06,1635
2016,ST JOHNS,"SEA BASS, MIXED",3401,27,1,3405
2016,ST LUCIE,"SEA BASS, MIXED",119,11,2.11,252
2016,TAYLOR,"SEA BASS, MIXED",5934,110,0.91,5401
2016,VOLUSIA,"SEA BASS, MIXED",3556,110,2.63,9362
2016,WAKULLA,"SEA BASS, MIXED",59747,256,1.3,77758
2017,BAY,"SEA BASS, MIXED",28,5,1.36,39
2017,BREVARD,"SEA BASS, MIXED",293,56,3.02,885
2017,CHARLOTTE,"SEA BASS, MIXED",2,1,1.06,2
2017,CITRUS,"SEA BASS, MIXED",579,46,1.37,793
2017,DIXIE,"SEA BASS, MIXED",68780,151,0.98,67718
2017,DUVAL,"SEA BASS, MIXED",731,78,1.9,1391
2017,ESCAMBIA,"SEA BASS, MIXED",32,2,0,0
2017,FRANKLIN,"SEA BASS, MIXED",2135,30,1.19,2536
2017,HERNANDO,"SEA BASS, MIXED",54,7,0.85,46
2017,HILLSBOROUGH,"SEA BASS, MIXED",7,1,0.68,5
2017,INDIAN RIVER,"SEA BASS, MIXED",394,18,2.6,1023
2017,LEE,"SEA BASS, MIXED",11,5,0.56,6
2017,LEVY,"SEA BASS, MIXED",137,15,1.06,146
2017,MANATEE,"SEA BASS, MIXED",18,2,0.85,15
2017,MARTIN,"SEA BASS, MIXED",138,19,2.98,412
2017,MONROE,"SEA BASS, MIXED",3,1,2.75,8
2017,OKALOOSA,"SEA BASS, MIXED",1,1,1.06,1
2017,PALM BEACH,"SEA BASS, MIXED",608,37,4.17,2536
2017,PASCO,"SEA BASS, MIXED",15,2,0.97,15
2017,PINELLAS,"SEA BASS, MIXED",2877,167,1,2870
2017,ST JOHNS,"SEA BASS, MIXED",307,23,1.81,555
2017,ST LUCIE,"SEA BASS, MIXED",40,9,1.79,72
2017,TAYLOR,"SEA BASS, MIXED",1944,33,0.98,1904
2017,VOLUSIA,"SEA BASS, MIXED",6878,115,2.51,17236
2017,WAKULLA,"SEA BASS, MIXED",89246,330,1.23,109573
